block_name,block_num,branch_eligiblenotEligible,branch_sanitycheckFailsanitycheckPass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,stimulus_files_presented,trial_duration,trial_num,trial_template
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response,11912,[],choice-response,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_3|Prac_Trivia_5,what_city_located_in_misery_is_famous_for_its_large_arch.wav,45243,32,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response,26471,,text-response,Missouri is mispronounced. The answer is St. Louis.,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_3|Prac_Trivia_5,what_city_located_in_misery_is_famous_for_its_large_arch.wav,45243,32,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,2220,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sample_response,,2223,33,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,10061,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sentence_reminder_prac_5|Prac_Trivia_5_Explanation|Prac_Trivia_5_Image,Example_5,10064,34,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response_ver2,1404,[],choice-response,I’m good — skip to the next question,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_5,what_city_located_in_misery_is_famous_for_its_large_arch.wav,9382,35,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response_ver2,1111,,text-response,,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_5,what_city_located_in_misery_is_famous_for_its_large_arch.wav,9382,35,Prac_Trivia_5
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response,4842,[],choice-response,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_4|Prac_Trivia_6,what_is_is_the_name_of_batmans_sidekick.wav,42751,36,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response,31737,,text-response,"The word ""is"" is repeated and Batman is pronounced ""bad man."" The answer is Robin.",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_4|Prac_Trivia_6,what_is_is_the_name_of_batmans_sidekick.wav,42751,36,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,1442,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sample_response,,1444,37,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,10865,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sentence_reminder_prac_6|Prac_Trivia_6_Explanation|Prac_Trivia_6_Image,Example_6,10867,38,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response_ver2,1343,[],choice-response,I’m good — skip to the next question,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_6,what_is_is_the_name_of_batmans_sidekick.wav,9486,39,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response_ver2,1972,,text-response,,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_6,what_is_is_the_name_of_batmans_sidekick.wav,9486,39,Prac_Trivia_6
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response,30378,[],choice-response,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_5|Prac_Trivia_7,if_i_quick_competed_in_a_three_person_race_and_came_in_last_lace_what_medal_would_i_win.wav,60799,40,Prac_Trivia_7
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response,22028,,text-response,Didn't understand the beginning of the question. I think the answer is bronze.,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_5|Prac_Trivia_7,if_i_quick_competed_in_a_three_person_race_and_came_in_last_lace_what_medal_would_i_win.wav,60799,40,Prac_Trivia_7
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,1816,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sample_response,,1820,41,Prac_Trivia_7
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,32997,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sentence_reminder_prac_7|Prac_Trivia_7_Explanation|Prac_Trivia_7_Image,Example_7,33001,42,Prac_Trivia_7
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response_ver2,2270,[],choice-response,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_7,if_i_quick_competed_in_a_three_person_race_and_came_in_last_lace_what_medal_would_i_win.wav,37978,43,Prac_Trivia_7
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response_ver2,27049,,text-response,"""Quick"" should be quickly. ""Lace"" should be ""place."" Answer is bronze.",692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_7,if_i_quick_competed_in_a_three_person_race_and_came_in_last_lace_what_medal_would_i_win.wav,37978,43,Prac_Trivia_7
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,5617,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,pre_main_trivia_sanity_check,,5619,,Pre_Main_Trivia_Quiz_Instr
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,multiple_errors,2769,['True'],choice-response,True,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,multiple_errors,,9557,44,Pre_Main_Trivia_Quiz_1
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,keypress,multiple_errors_correct,4164,[],choice-response,Press C to continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,multiple_errors,,9557,44,Pre_Main_Trivia_Quiz_1
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,two_attempts,7667,['True'],choice-response,True,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,two_attempts,,16013,45,Pre_Main_Trivia_Quiz_2
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,keypress,two_attempts_correct,5718,[],choice-response,Press C to continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,two_attempts,,16013,45,Pre_Main_Trivia_Quiz_2
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,no_google,2842,['False'],choice-response,False,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,no_google,,10886,46,Pre_Main_Trivia_Quiz_3
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,keypress,no_google_correct,5418,[],choice-response,Press C to continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,no_google,,10886,46,Pre_Main_Trivia_Quiz_3
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,irreversability_check,4855,['False'],choice-response,False,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,irreversability_check,,9855,47,Pre_Main_Trivia_Quiz_4
Pre_Main_Trivia_Quiz,5,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,keypress,irreversability_check_correct,2370,[],choice-response,Press C to continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,irreversability_check,,9855,47,Pre_Main_Trivia_Quiz_4
Trivia_List2,6,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,4937,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Main_Trivia_Instr,,4939,,Main_Trivia_Instr
