participant_num,participant_id,response_value,question,stim_type,condition,nonphon_err_details,phon_err_details,err_reported,err_reported_num,err_type_response,no_err_response,comments,coder,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,nans,,acheckf,,,JB_1107,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Catepillar,what_insect_undergoes_a_process_of_change_to_turn_into_a_butterfy_fill_30.wav,att_check_err,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,y,,acheckp,,,JB_1107,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"Jupiter; it sounded like ""plant"" was said instead of ""planet"" in the sentence",what_is_the_largest_plant_in_the_solar_system_fill_31.wav,att_check_err,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,y,,acheckf,,,JB_1107,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,4; The question needs to be more specific and ask for either the number when they were popular or total number of band members,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,for_what_pink_ice_cream_flavor_wheel_companies_do_their_best_to_use_real_fruit_targ_01_B.wav,target,phon_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"Strawberry; enunciate ""fruit"" more so it doesn't sound like ""foot""",for_what_pink_ice_cream_flavor_wheel_companies_do_their_best_to_use_real_fruit_targ_01_B.wav,target,phon_err,make vs. other verb,/ɪ/ --> /i/; will/wheel,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_clash_in_combat_targ_02_C.wav,target,non_phon_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_term_refers_to_armored_men_who_enjoyed_to_carry_medieval_swords_that_clash_in_combat_targ_02_C.wav,target,non_phon_err,infinitive vs. participle,/ʃ/ --> /s/; clash/class,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_scottish_actor_first_played_james_bond_wearing_guilts_to_red_carpets_when_he_had_32_years_old_targ_03_D.wav,target,both_err,have vs. be,/k/ --> /g/; kilt/guilt,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,which_scottish_actor_first_played_james_bond_wearing_guilts_to_red_carpets_when_he_had_32_years_old_targ_03_D.wav,target,both_err,have vs. be,/k/ --> /g/; kilt/guilt,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_did_neil_armstrong_say_during_his_very_first_steps_on_the_moon_targ_04_A.wav,target,correct,no aux verbs in questions (lack of do support),/v/ --> /b/; very/berry,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"One small step for man, one large step for mankind",what_did_neil_armstrong_say_during_his_very_first_steps_on_the_moon_targ_04_A.wav,target,correct,no aux verbs in questions (lack of do support),/v/ --> /b/; very/berry,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_childrens_game_makes_people_seat_down_quickly_when_the_music_loud_stops_targ_07_D.wav,target,both_err,adj/noun order,/ɪ/ --> /i/; sit/seat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,because_it_is_important_to_honor_the_irish_saint_what_holiday_occurs_on_march_17th_targ_08_A.wav,target,correct,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,St. Patrick's Day,because_it_is_important_to_honor_the_irish_saint_what_holiday_occurs_on_march_17th_targ_08_A.wav,target,correct,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,if_laundry_service_will_gum_in_five_days_and_todays_thursday_when_are_they_doing_laundry_next_targ_09_B.wav,target,phon_err,make vs. other verb,/k/ --> /g/; come/gum,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Tuesday,if_laundry_service_will_gum_in_five_days_and_todays_thursday_when_are_they_doing_laundry_next_targ_09_B.wav,target,phon_err,make vs. other verb,/k/ --> /g/; come/gum,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,George Washington; just change the sentence to say who did America vote to be their first president,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"Red, yellow, green; change the beginning to sound more natural like ""What are the typical colors on a traffic light"".",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pool_up_targ_11_D.wav,target,both_err,have vs. be,/ʊ/ --> /u/; pulls/pools,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Pacific,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_city_have_people_rushed_to_tour_to_see_where_the_us_government_makes_business_targ_14_C.wav,target,non_phon_err,make vs. other verb,/ʃ/ --> /s/; rushed/rust,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Washington DC,what_city_have_people_rushed_to_tour_to_see_where_the_us_government_makes_business_targ_14_C.wav,target,non_phon_err,make vs. other verb,/ʃ/ --> /s/; rushed/rust,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"red and white; ""cane"" sounded like ""gane"" so that should be fixed",what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,where_do_people_get_drivers_licenses_since_it_is_required_as_valid_id_to_drive_targ_16_A.wav,target,correct,expletive 'it' dropping,/v/ --> /b/; valid/ballad,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,DMV,where_do_people_get_drivers_licenses_since_it_is_required_as_valid_id_to_drive_targ_16_A.wav,target,correct,expletive 'it' dropping,/v/ --> /b/; valid/ballad,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,31; I would remove the tandem part in the sentence as that was needlessly confusing,how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,when_you_have_hot_what_device_measures_body_temperature_in_both_celsius_and_fahrenheit_targ_18_C.wav,target,non_phon_err,have vs. be,/θ/ --> /t/; both/boat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"thermometer; it should start with ""When you have a cold,"" not what it said about hot.",when_you_have_hot_what_device_measures_body_temperature_in_both_celsius_and_fahrenheit_targ_18_C.wav,target,non_phon_err,have vs. be,/θ/ --> /t/; both/boat,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Sun,what_big_star_in_our_solar_system_can_steal_be_visible_when_is_cloudy_targ_19_D.wav,target,both_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_popular_us_chain_provides_a_happy_meal_toy_or_plush_when_kids_are_hungry_targ_20_A.wav,target,correct,have vs. be,/ʃ/ --> /s/; plush/plus,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,McDonalds,what_popular_us_chain_provides_a_happy_meal_toy_or_plush_when_kids_are_hungry_targ_20_A.wav,target,correct,have vs. be,/ʃ/ --> /s/; plush/plus,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_got_after_theyve_reunited_targ_21_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,if_a_janitor_hardworking_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_C.wav,target,non_phon_err,adj/noun order,/v/ --> /b/; vent/bent,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"300 seconds; sentence should say ""if a hardworking janitor"" instead of ""janitor hardworking""",if_a_janitor_hardworking_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_C.wav,target,non_phon_err,adj/noun order,/v/ --> /b/; vent/bent,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_company_created_the_macbook_a_device_fool_of_features_to_help_students_make_homework_targ_23_D.wav,target,both_err,make vs. other verb,/ʊ/ --> /u/; full/fool,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_company_created_the_macbook_a_device_fool_of_features_to_help_students_make_homework_targ_23_D.wav,target,both_err,make vs. other verb,/ʊ/ --> /u/; full/fool,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,if_i_consider_leaving_work_after_the_fourth_hour_how_many_minutes_would_that_be_targ_24_A.wav,target,correct,infinitive vs. participle,/θ/ --> /t/; fourth/fort,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,240 minutes,if_i_consider_leaving_work_after_the_fourth_hour_how_many_minutes_would_that_be_targ_24_A.wav,target,correct,infinitive vs. participle,/θ/ --> /t/; fourth/fort,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,a,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Brain,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Simon Cowell,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Spongebob Squarepants,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,ear,which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Peanuts,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Halloween,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_is_the_name_of_the_video_game_character_who_is_a_traveling_italian_plumber_fill_08.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Mario,what_is_the_name_of_the_video_game_character_who_is_a_traveling_italian_plumber_fill_08.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Mouse,what_kind_of_animal_is_mickey_mouse’s_girlfriend_minnie_who_wears_a_bow_fill_09.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Scooby Doo,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Subway,which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Forrest Gump,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_novel_has_the_quote_i’m_late_i’m_late_for_a_very_important_date_fill_13.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_novel_has_the_quote_i’m_late_i’m_late_for_a_very_important_date_fill_13.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"Vampires; enunciate ""mythical"" and ""hate"" more",what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,which_soft_pastry_made_with_a_certain_spice_is_often_spiral-shaped_and_topped_with_icing_fill_16.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,Independence Day,what_us_holiday_is_often_celebrated_with_fireworks_and_hotdogs_to_honor_americas_freedom_fill_17.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question does NOT need any corrections.,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,almond,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,The question needs to be CORRECTED.,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,don't know; don't know the question was asking and need to make what is being asked more clear. I heard things about thanksgiving but not the actual question,which_season_do_we_associate_with_thanksgiving_the_beginning_of_school_and_leaves_turning_brown_fill_19.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,,,,,,,
25,86186993cadd124e4cf2905d5bbf282efc4798032fc759c080f69f5df44c4853,NA,what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,,,,,,,
