participant_num,participant_id,response_value,question ,stim_type,condition,nonphon_err_details,phon_err_details,answer,err_reported,err_reported_attempt,err_type_response,no_err_response,comments,notes,coder
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,forest gump,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,I’m good — skip to the next question,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,s,secsame,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,NA,which_oscar-winning_movie_features_tom_hanks_saying_life_is_like_a_box_of_chocolates_fill_12.wav,filler_other,NA,NA,NA,Forrest Gump,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,The question does NOT need any corrections.,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,target,non_phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,nans,first,,w,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,north,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,target,non_phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,I’m good — skip to the next question,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,target,non_phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,s,secsame,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,NA,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,target,non_phon_err,expletive 'it' dropping,/ɪ/ --> /i/; still/steal,the Sun,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,y,first,other,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,simon cowell,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,y,secsame,otherfill,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"""often harshly critics"" is the correct grammar; Simon Cowell",which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",for_what_pink_ice_cream_flavor_will_companies_do_their_best_to_use_real_fruit_targ_01_A.wav,target,correct,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,y,first,otherwrong,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,NA,for_what_pink_ice_cream_flavor_will_companies_do_their_best_to_use_real_fruit_targ_01_A.wav,target,correct,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,The question does NOT need any corrections.,for_what_pink_ice_cream_flavor_will_companies_do_their_best_to_use_real_fruit_targ_01_A.wav,target,correct,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,nans,secdiff,,a,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,Strawberry,for_what_pink_ice_cream_flavor_will_companies_do_their_best_to_use_real_fruit_targ_01_A.wav,target,correct,make vs. other verb,/ɪ/ --> /i/; will/wheel,strawberry,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_scottish_actor_first_played_james_bond_wearing_kilts_to_red_carpets_when_he_had_32_years_old_targ_03_C.wav,target,non_phon_err,have vs. be,/k/ --> /g/; kilt/guilt,Sean Connery,y,first,other,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,sean connery,which_scottish_actor_first_played_james_bond_wearing_kilts_to_red_carpets_when_he_had_32_years_old_targ_03_C.wav,target,non_phon_err,have vs. be,/k/ --> /g/; kilt/guilt,Sean Connery,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_scottish_actor_first_played_james_bond_wearing_kilts_to_red_carpets_when_he_had_32_years_old_targ_03_C.wav,target,non_phon_err,have vs. be,/k/ --> /g/; kilt/guilt,Sean Connery,y,secsame,np,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""Scottish"" actor and ""when he was 32 years old""; Sean Connery",which_scottish_actor_first_played_james_bond_wearing_kilts_to_red_carpets_when_he_had_32_years_old_targ_03_C.wav,target,non_phon_err,have vs. be,/k/ --> /g/; kilt/guilt,Sean Connery,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_childrens_game_makes_people_sit_down_quickly_when_the_music_loud_stops_targ_07_C.wav,target,non_phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,y,first,np,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""When the loud music stops""; musical chairs",what_childrens_game_makes_people_sit_down_quickly_when_the_music_loud_stops_targ_07_C.wav,target,non_phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,I’m good — skip to the next question,what_childrens_game_makes_people_sit_down_quickly_when_the_music_loud_stops_targ_07_C.wav,target,non_phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,s,secsame,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,NA,what_childrens_game_makes_people_sit_down_quickly_when_the_music_loud_stops_targ_07_C.wav,target,non_phon_err,adj/noun order,/ɪ/ --> /i/; sit/seat,musical chairs,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,nun,first,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,isaac newton,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,The question does NOT need any corrections.,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,nans,secdiff,,a,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,isaac newton,who_discovered_the_law_of_universal_gravitation_which_accounts_for_why_objects_naturally_fall_downwards_fill_15.wav,filler_other,NA,NA,NA,Isaac Newton,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,target,correct,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,y,first,othernp,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""you need to make a scarf""; fabric",what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,target,correct,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,I’m good — skip to the next question,what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,target,correct,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,s,secsame,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,NA,what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,target,correct,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,y,first,other,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"red, yellow and green",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,y,secsame,np,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""colors are on a traffic light""; red, yellow and green",what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,Subway,y,first,other,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,subway,which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,Subway,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,Subway,y,secsame,otherfill,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""foot long sandwiches""; subway",which_fast_food_chain_offers_foot-long_sandwiches_and_has_the_slogan_eat_fresh_fill_11.wav,filler_other,NA,NA,NA,Subway,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,y,first,other ,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,pacific,if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,y,secsame,both,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""on a path"" and ""ocean would you go through""; pacific",if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,The question does NOT need any corrections.,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,the North Pole,nans,first,,a,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,the north pole,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,the North Pole,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,the North Pole,y,secdiff,otherfill,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"correct grammar should be ""where does""; the north pole",where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,the North Pole,,,,,,,
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_cot_after_theyve_reunited_targ_21_A.wav,target,correct,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,y,first,,,,,FB_1205
16,436498e5af3776e164fe3dfb37cad36c095d34ba0cf917ade4f7519ffcb5cf12,simba,in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_cot_after_theyve_reunited_targ_21_A.wav,target,correct,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,,,,,,,
