participant_num,participant_id,response_value,question ,stim_type,condition,nonphon_err_details,phon_err_details,answer,err_reported,err_reported_attempt,err_type_response,no_err_response,comments,coder
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_state_is_los_angeles_located_in_fill_26.wav,att_check_good,NA,NA,NA,California,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),nun,first,,,acheckf,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),s,secsame,,,,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,how_many_embers_were_in_the_beatles_the_british_rock_band_fill_32.wav,att_check_err,NA,NA,NA,four (members),,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,nans,first,,a,acheckp,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,4,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,s,secsame,,,,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,how_many_legs_does_a_dog_normally_have_fill_25.wav,att_check_good,NA,NA,NA,four,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,nans,first,,a,acheckp,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,TUESDAY,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,s,secsame,,,,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_day_of_the_week_comes_after_monday_fill_27.wav,att_check_good,NA,NA,NA,Tuesday,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",nans,first,,w,acheckf,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,SUMMER,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",s,secsame,,,,HH 12/03
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,in_the_cycle_of_seasons_what_season_comes_after_dinter_fill_29.wav,att_check_err,NA,NA,NA,"Spring (Winter, sound sub that's not related)",,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,Michael Jackson,y,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,it is musician and not muschian,what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,Michael Jackson,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,Michael Jackson,y,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,it is musician and not muscian,what_musician_won_grammys_for_their_album_thriller_which_features_the_hit_song_beat_it_fill_20.wav,filler_other,NA,NA,NA,Michael Jackson,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,the Lorax,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,the Lorax,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,the Lorax,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,in_the_famous_dr_seuss_book_what_orange_and_yellow_character_speaks_for_the_trees_fill_23.wav,filler_other,NA,NA,NA,the Lorax,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,PANDA,what_animal_is_typically_white_with_black_spots_and_says_moo_fill_21.wav,filler_other,NA,NA,NA,a cow,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,SCOOBIDOO,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,s,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_cartoon_dog_solves_mysteries_with_the_group_fred_daphne_velma_and_shaggy_fill_10.wav,filler_other,NA,NA,NA,Scooby-Doo,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,if_youre_on_a_path_from_california_to_hawaii_which_ocean_do_you_go_through_targ_12_A.wav,target,correct,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,KNITTING ROD,what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,KNITTING ROD,what_supplies_do_you_need_to_neat_a_scarf_targ_13_B.wav,target,phon_err,no aux verbs in questions (lack of do support),/ɪ/ --> /i/; knit/neat,needles and yarn,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,8,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,8,how_many_legs_does_a_garden_spider_canadian_whose_silk_can_make_cloth_have_targ_06_C.wav,target,non_phon_err,adj/noun order,/θ/ --> /t/; cloth/clot,eight,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_tropical_fruit_that_grows_on_palm_trees_is_used_for_oils_and_milks_fill_18.wav,filler_other,NA,NA,NA,coconuts,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,VAMPIRES,what_mythical_creatures_have_been_said_to_drink_blood_turn_into_bats_and_hate_onions_fill_14.wav,filler_other,NA,NA,NA,vampires,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,WHITE AND RED,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,s,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_colors_make_up_a_traditional_candy_gain_which_people_enjoy_to_eat_during_christmas_targ_15_D.wav,target,both_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,s,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,filler_other,NA,NA,NA,Peanuts,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,WINTER,what_kind_of_weather_cooed_cooled_occur_when_it_is_raining_and_below_freezing_targ_05_B.wav,target,phon_err,expletive 'it' dropping,/ʊ/ --> /u/; could/cooed,snow,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,Halloween,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,HALLOWEEN,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,Halloween,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,Halloween,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,HALLOOWEEN,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,filler_other,NA,NA,NA,Halloween,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,s,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,filler_other,NA,NA,NA,Simon Cowell,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,Spongebob,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,Spongebob,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,The question does NOT need any corrections.,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,Spongebob,nans,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,SPONGEBOB SQUARE PANT,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,filler_other,NA,NA,NA,Spongebob,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,how_many_days_wooed_wooled_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_B.wav,target,phon_err,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,nun,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,I’m good — skip to the next question,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,s,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,NA,who_did_americans_vote_for_to_be_their_first_president_who_avoided_to_serve_three_terms_targ_10_C.wav,target,non_phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,,,,,,
31,9f1188c9df59d13665a7f42839ae3153a0a9f386ccf575699b3dfe3233f2013a,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,filler_other,NA,NA,NA,the North Pole,nun,,,,,
