participant_num,participant_id,group_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential,true_attempt_num,sort_category
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Musical chairs,Second_attempt|targ_07_C_new,what_childrens_game_makes_people_sit_down_quickly_when_the_music_loud_stops_targ_07_C.wav,Error_Detection,targ_07,target,non_phon_err,adj/noun order,/ɪ/ -->  /i/; sit/seat,musical chairs,Yes,39,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,Second_attempt|targ_08_D_new,because_is_important_to_honor_the_iris_saint_what_holiday_occurs_on_march_17th_targ_08_D.wav,Error_Detection,targ_08,target,both_err,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,St. Patrick's Day,Yes,40,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"St. Patrick's Day; sounds like speaker is saying ""Iris"" instead of ""Irish""",Second_attempt|targ_08_D_new,because_is_important_to_honor_the_iris_saint_what_holiday_occurs_on_march_17th_targ_08_D.wav,Error_Detection,targ_08,target,both_err,expletive 'it' dropping,/ʃ/ --> /s/; Irish/iris,St. Patrick's Day,Yes,40,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,targ_09_A_new,if_laundry_service_will_come_in_five_days_and_todays_thursday_when_are_they_doing_laundry_next_targ_09_A.wav,Error_Detection,targ_09,target,correct,make vs. other verb,/k/ --> /g/; come/gum,Tuesday,No,41,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Tuesday,targ_09_A_new,if_laundry_service_will_come_in_five_days_and_todays_thursday_when_are_they_doing_laundry_next_targ_09_A.wav,Error_Detection,targ_09,target,correct,make vs. other verb,/k/ --> /g/; come/gum,Tuesday,No,41,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,targ_10_B_new,who_did_americans_boat_for_to_be_their_first_president_who_avoided_serving_three_terms_targ_10_B.wav,Error_Detection,targ_10,target,phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,No,42,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,George Washington,targ_10_B_new,who_did_americans_boat_for_to_be_their_first_president_who_avoided_serving_three_terms_targ_10_B.wav,Error_Detection,targ_10,target,phon_err,infinitive vs. participle,/v/ --> /b/; vote/boat,George Washington,No,42,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_11_C_new,what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,Error_Detection,targ_11,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,No,43,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"red, yellow, green; ""can have"" should be said as ""can happen"" (or something similar)",targ_11_C_new,what_colors_can_have_on_a_traffic_light_which_often_senses_when_cars_pull_up_targ_11_C.wav,Error_Detection,targ_11,target,non_phon_err,have vs. be,/ʊ/ --> /u/; pulls/pools,green,No,43,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_12_D_new,if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,Error_Detection,targ_12,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,No,44,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"Pacific; ""which ocean you go through"" should be ""which ocean would you go through"" (or something similar""",targ_12_D_new,if_youre_on_a_pat_from_california_to_hawaii_which_ocean_you_go_through_targ_12_D.wav,Error_Detection,targ_12,target,both_err,no aux verbs in questions (lack of do support),/θ/ --> /t/; path/pat,Pacific Ocean,No,44,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_13_A_new,what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,Error_Detection,targ_13,target,correct,no aux verbs in questions (lack of do support),/ɪ/ -->  /i/; knit/neat,needles and yarn,No,45,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"yarn and needle; sounds like speaker is saying ""to need"" instead of ""to knit""",targ_13_A_new,what_supplies_do_you_need_to_knit_a_scarf_targ_13_A.wav,Error_Detection,targ_13,target,correct,no aux verbs in questions (lack of do support),/ɪ/ -->  /i/; knit/neat,needles and yarn,No,45,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,Second_attempt|targ_14_B_new,what_city_have_people_rust_to_tour_to_see_where_the_us_government_does_business_targ_14_B.wav,Error_Detection,targ_14,target,phon_err,make vs. other verb,/ʃ/ --> /s/; rushed/rust,Washington D.C.,Yes,46,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"New York; unnecessary ""has"" in the question",Second_attempt|targ_14_B_new,what_city_have_people_rust_to_tour_to_see_where_the_us_government_does_business_targ_14_B.wav,Error_Detection,targ_14,target,phon_err,make vs. other verb,/ʃ/ --> /s/; rushed/rust,Washington D.C.,Yes,46,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_15_C_new,what_colors_make_up_a_traditional_candy_cane_which_people_enjoy_to_eat_during_christmas_targ_15_C.wav,Error_Detection,targ_15,target,non_phon_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,No,47,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"red and white; speaker should say ""enjoy eating,"" not ""enjoy to eat""",targ_15_C_new,what_colors_make_up_a_traditional_candy_cane_which_people_enjoy_to_eat_during_christmas_targ_15_C.wav,Error_Detection,targ_15,target,non_phon_err,infinitive vs. participle,/k/ --> /g/; cane/gain,red and white,No,47,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",targ_16_D_new,where_do_people_get_drivers_licenses_since_is_required_as_ballad_id_to_drive_targ_16_D.wav,Error_Detection,targ_16,target,both_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,No,48,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,NA,targ_16_D_new,where_do_people_get_drivers_licenses_since_is_required_as_ballad_id_to_drive_targ_16_D.wav,Error_Detection,targ_16,target,both_err,expletive 'it' dropping,/v/ --> /b/; valid/ballad,DMV,No,48,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,Second_attempt|targ_17_A_new,how_many_days_would_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_A.wav,Error_Detection,targ_17,target,correct,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,Yes,49,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,31,Second_attempt|targ_17_A_new,how_many_days_would_my_tandem_bike_be_gone_if_someone_borrows_it_for_july_targ_17_A.wav,Error_Detection,targ_17,target,correct,adj/noun order,/ʊ/ --> /u/; would/wooed,thirty-one days,Yes,49,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_18_B_new,when_you_are_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_B.wav,Error_Detection,targ_18,target,phon_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"thermometer; sounds like speaker is saying ""heart"" instead of ""hot""",targ_18_B_new,when_you_are_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_B.wav,Error_Detection,targ_18,target,phon_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,targ_19_C_new,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,Error_Detection,targ_19,target,non_phon_err,expletive 'it' dropping,/ɪ/ -->  /i/; still/steal,the Sun,No,51,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,sun,targ_19_C_new,what_big_star_in_our_solar_system_can_still_be_visible_when_is_cloudy_targ_19_C.wav,Error_Detection,targ_19,target,non_phon_err,expletive 'it' dropping,/ɪ/ -->  /i/; still/steal,the Sun,No,51,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,Second_attempt|targ_20_D_new,what_popular_us_chain_provides_a_happy_meal_toy_or_plus_when_kids_have_hungry_targ_20_D.wav,Error_Detection,targ_20,target,both_err,have vs. be,/ʃ/ --> /s/; plush/plus,McDonald's,Yes,52,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"McDonalds; ""have hungry"" should be said as ""are hungry""",Second_attempt|targ_20_D_new,what_popular_us_chain_provides_a_happy_meal_toy_or_plus_when_kids_have_hungry_targ_20_D.wav,Error_Detection,targ_20,target,both_err,have vs. be,/ʃ/ --> /s/; plush/plus,McDonald's,Yes,52,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",Second_attempt|targ_21_A_new,in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_cot_after_theyve_reunited_targ_21_A.wav,Error_Detection,targ_21,target,correct,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,Yes,53,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,NA,Second_attempt|targ_21_A_new,in_the_lion_king_who_does_nala_talk_to_and_is_laying_in_a_cot_after_theyve_reunited_targ_21_A.wav,Error_Detection,targ_21,target,correct,no aux verbs in questions (lack of do support),/k/ --> /g/; cot/got,Simba,No,53,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,targ_22_B_new,if_a_hardworking_janitor_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_B.wav,Error_Detection,targ_22,target,phon_err,adj/noun order,/v/ --> /b/; vent/bent,eight,No,54,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,300,targ_22_B_new,if_a_hardworking_janitor_cleaned_a_vent_in_five_minutes_how_many_seconds_is_that_targ_22_B.wav,Error_Detection,targ_22,target,phon_err,adj/noun order,/v/ --> /b/; vent/bent,eight,No,54,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,targ_23_C_new,what_company_created_the_macbook_a_device_full_of_features_to_help_students_make_homework_targ_23_C.wav,Error_Detection,targ_23,target,non_phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,No,55,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Apple,targ_23_C_new,what_company_created_the_macbook_a_device_full_of_features_to_help_students_make_homework_targ_23_C.wav,Error_Detection,targ_23,target,non_phon_err,make vs. other verb,/ʊ/ --> /u/; full/fool,Apple,No,55,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,targ_24_D_new,if_i_consider_to_leave_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_D.wav,Error_Detection,targ_24,target,both_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,No,56,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"240; ""considered to"" does not sound correct here (to me)",targ_24_D_new,if_i_consider_to_leave_work_after_the_fort_hour_how_many_minutes_would_that_be_targ_24_D.wav,Error_Detection,targ_24,target,both_err,infinitive vs. participle,/θ/ --> /t/; fourth/fort,two hundred and forty,No,56,1,2
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"The question does NOT need any corrections, but I don't know the answer/ I don't understand what the question is asking.",fill_01_new,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,Error_Detection,fill_01,filler_other,NA,NA,NA,a,No,1,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,NA,fill_01_new,what_letter_in_the_latin_alphabet_corresponds_to_the_greek_letter_alpha_fill_01.wav,Error_Detection,fill_01,filler_other,NA,NA,NA,a,No,1,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,Second_attempt|fill_02_new,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,Error_Detection,fill_02,filler_other,NA,NA,NA,the brain,Yes,2,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,brain,Second_attempt|fill_02_new,what_organ_is_often_associated_with_being_eaten_by_rotting_flesh_monsters_also_known_as_zombies_fill_02.wav,Error_Detection,fill_02,filler_other,NA,NA,NA,the brain,Yes,2,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,fill_03_new,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,Error_Detection,fill_03,filler_other,NA,NA,NA,Simon Cowell,No,3,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Simon Cowell,fill_03_new,which_british_celebrity_judge_often_harshly_critiqued_contestants_on_the_nationwide_singing_contest_american_idol_fill_03.wav,Error_Detection,fill_03,filler_other,NA,NA,NA,Simon Cowell,No,3,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,Second_attempt|fill_04_new,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,Error_Detection,fill_04,filler_other,NA,NA,NA,Spongebob,Yes,4,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Spongebob Squarepants,Second_attempt|fill_04_new,which_cartoon_character_works_at_the_krusty_krab_and_is_best_friends_with_patrick_star_fill_04.wav,Error_Detection,fill_04,filler_other,NA,NA,NA,Spongebob,Yes,4,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,Second_attempt|fill_05_new,which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,Error_Detection,fill_05,filler_other,NA,NA,NA,ear,Yes,5,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,ear,Second_attempt|fill_05_new,which_body_part_did_van_gogh_allegedly_cut_off_after_an_argument_with_his_friend_fill_05.wav,Error_Detection,fill_05,filler_other,NA,NA,NA,ear,Yes,5,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,fill_06_new,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,Error_Detection,fill_06,filler_other,NA,NA,NA,Peanuts,No,6,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,Charlie Brown,fill_06_new,what_is_the_name_of_the_comic_strip_featuring_charlie_brown_and_his_dog_snoopy_fill_06.wav,Error_Detection,fill_06,filler_other,NA,NA,NA,Peanuts,No,6,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question needs to be CORRECTED.,fill_07_new,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,Error_Detection,fill_07,filler_other,NA,NA,NA,Halloween,No,7,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,"Halloween; sounds like speaker is saying ""oh cure"" instead of ""occur,"" sounds like speaker is saying ""pumpkings"" instead of ""pumpkins""",fill_07_new,what_holiday_occurs_at_the_end_of_october_and_features_trick-or-treating_pumpkins_and_haunted_houses_fill_07.wav,Error_Detection,fill_07,filler_other,NA,NA,NA,Halloween,No,7,1,3
1,02f23c1765769744bf2212dabbeffcfc67c50b537ac1676a4bf20c66cb2f980c,Group_1,The question does NOT need any corrections.,fill_08_new,what_is_the_name_of_the_video_game_character_who_is_a_traveling_italian_plumber_fill_08.wav,Error_Detection,fill_08,filler_other,NA,NA,NA,Mario,No,8,1,3
